Date (start);Interval;Meter;Value;Plant ID
01/07/2022;Monthly;Gross Generation;2116103.198;JAVI-ECP001-METER001
01/07/2022;Monthly;Gross Generation;1241819.082;JONC-ECP001-METER001
01/07/2022;Monthly;Gross Generation;1703691.905;ROUS-ECP0001-METER001
01/07/2022;Monthly;Gross Generation;1514000.721;VARA-ECP001-METER001
01/08/2022;Monthly;Gross Generation;1163930.862;BVER-ECP001-METER001
01/08/2022;Monthly;Gross Generation;7043176.457;CHPI-ECP001-METER001
01/08/2022;Monthly;Gross Generation;1209337.507;FIEN-ECP001-METER001
01/08/2022;Monthly;Gross Generation;1566872.779;JAVI-ECP001-METER001
01/08/2022;Monthly;Gross Generation;1011470.384;JONC-ECP001-METER001
01/08/2022;Monthly;Gross Generation;1624810.844;ROUS-ECP0001-METER001
01/08/2022;Monthly;Gross Generation;1661184.257;VARA-ECP001-METER001
01/09/2022;Monthly;Gross Generation;1449416.69;BVER-ECP001-METER001
01/09/2022;Monthly;Gross Generation;7750154.233;CHPI-ECP001-METER001
01/09/2022;Monthly;Gross Generation;1199001.677;FIEN-ECP001-METER001
01/09/2022;Monthly;Gross Generation;2269523.556;JAVI-ECP001-METER001
01/09/2022;Monthly;Gross Generation;1466805.314;JONC-ECP001-METER001
01/09/2022;Monthly;Gross Generation;1900653.452;ROUS-ECP0001-METER001
01/09/2022;Monthly;Gross Generation;1629589.867;VARA-ECP001-METER001
01/10/2022;Monthly;Gross Generation;1935645.538;BVER-ECP001-METER001
01/10/2022;Monthly;Gross Generation;11159251.73;CHPI-ECP001-METER001
01/10/2022;Monthly;Gross Generation;2727867.854;FIEN-ECP001-METER001
01/10/2022;Monthly;Gross Generation;2331566.81;JAVI-ECP001-METER001
01/10/2022;Monthly;Gross Generation;236953.473;JONC-ECP001-METER001
01/10/2022;Monthly;Gross Generation;4141087.49;ROUS-ECP0001-METER001
01/10/2022;Monthly;Gross Generation;2203832.251;VARA-ECP001-METER001
01/11/2022;Monthly;Gross Generation;2641872.709;BVER-ECP001-METER001
01/11/2022;Monthly;Gross Generation;16126504.273;CHPI-ECP001-METER001
01/11/2022;Monthly;Gross Generation;3552672.921;FIEN-ECP001-METER001
01/11/2022;Monthly;Gross Generation;1086567.067;JAVI-ECP001-METER001
01/11/2022;Monthly;Gross Generation;0.0;JONC-ECP001-METER001
01/11/2022;Monthly;Gross Generation;4401757.156;ROUS-ECP0001-METER001
01/11/2022;Monthly;Gross Generation;2469971.543;VARA-ECP001-METER001
01/12/2022;Monthly;Gross Generation;2247133.514;BVER-ECP001-METER001
01/12/2022;Monthly;Gross Generation;13995265.737;CHPI-ECP001-METER001
01/12/2022;Monthly;Gross Generation;2761082.6;FIEN-ECP001-METER001
01/12/2022;Monthly;Gross Generation;2480101.164;JAVI-ECP001-METER001
01/12/2022;Monthly;Gross Generation;0.0;JONC-ECP001-METER001
01/12/2022;Monthly;Gross Generation;4713389.463;ROUS-ECP0001-METER001
01/12/2022;Monthly;Gross Generation;3239852.425;VARA-ECP001-METER001
01/01/2023;Monthly;Gross Generation;3565593.039;ANPA-ECP001-METER001
01/01/2023;Monthly;Gross Generation;2018529.243;BVER-ECP001-METER001
01/01/2023;Monthly;Gross Generation;19773686.021;CHPI-ECP001-METER001
01/01/2023;Monthly;Gross Generation;3222731.814;FIEN-ECP001-METER001
01/01/2023;Monthly;Gross Generation;2337014.936;JAVI-ECP001-METER001
01/01/2023;Monthly;Gross Generation;0.0;JONC-ECP001-METER001
01/01/2023;Monthly;Gross Generation;3387705.053;ROUS-ECP0001-METER001
01/01/2023;Monthly;Gross Generation;2745849.833;VARA-ECP001-METER001
01/02/2023;Monthly;Gross Generation;1770993.187;ANPA-ECP001-METER001
01/02/2023;Monthly;Gross Generation;1146116.702;BVER-ECP001-METER001
01/02/2023;Monthly;Gross Generation;13314227.444;CHPI-ECP001-METER001
01/02/2023;Monthly;Gross Generation;2168569.843;FIEN-ECP001-METER001
01/02/2023;Monthly;Gross Generation;2551401.156;JAVI-ECP001-METER001
01/02/2023;Monthly;Gross Generation;0.0;JONC-ECP001-METER001
01/02/2023;Monthly;Gross Generation;2662232.947;ROUS-ECP0001-METER001
01/02/2023;Monthly;Gross Generation;1673250.282;VARA-ECP001-METER001
01/03/2023;Monthly;Gross Generation;2693082.885;ANPA-ECP001-METER001
01/03/2023;Monthly;Gross Generation;2667323.842;BVER-ECP001-METER001
01/03/2023;Monthly;Gross Generation;20826996.762;CHPI-ECP001-METER001
01/03/2023;Monthly;Gross Generation;3859338.521;FIEN-ECP001-METER001
01/03/2023;Monthly;Gross Generation;2719214.298;JAVI-ECP001-METER001
01/03/2023;Monthly;Gross Generation;1634849.703;JONC-ECP001-METER001
01/03/2023;Monthly;Gross Generation;4408069.816;ROUS-ECP0001-METER001
01/03/2023;Monthly;Gross Generation;1646054.236;VARA-ECP001-METER001
01/04/2023;Monthly;Gross Generation;2910019.409;ANPA-ECP001-METER001
01/04/2023;Monthly;Gross Generation;2024468.636;BVER-ECP001-METER001
01/04/2023;Monthly;Gross Generation;13138029.791;CHPI-ECP001-METER001
01/04/2023;Monthly;Gross Generation;1990384.35;FIEN-ECP001-METER001
01/04/2023;Monthly;Gross Generation;3200604.187;JAVI-ECP001-METER001
01/04/2023;Monthly;Gross Generation;2011296.138;JONC-ECP001-METER001
01/04/2023;Monthly;Gross Generation;3084424.794;ROUS-ECP0001-METER001
01/04/2023;Monthly;Gross Generation;2199511.98;VARA-ECP001-METER001
01/05/2023;Monthly;Gross Generation;2984230.997;ANPA-ECP001-METER001
01/05/2023;Monthly;Gross Generation;1624027.651;BVER-ECP001-METER001
01/05/2023;Monthly;Gross Generation;14001914.703;CHPI-ECP001-METER001
01/05/2023;Monthly;Gross Generation;1655330.691;FIEN-ECP001-METER001
01/05/2023;Monthly;Gross Generation;2929349.625;JAVI-ECP001-METER001
01/05/2023;Monthly;Gross Generation;1399731.336;JONC-ECP001-METER001
01/05/2023;Monthly;Gross Generation;2761339.642;ROUS-ECP0001-METER001
01/05/2023;Monthly;Gross Generation;2404541.403;VARA-ECP001-METER001
01/06/2023;Monthly;Gross Generation;1173203.826;ANPA-ECP001-METER001
01/06/2023;Monthly;Gross Generation;1174468.759;BVER-ECP001-METER001
01/06/2023;Monthly;Gross Generation;8240012.848;CHPI-ECP001-METER001
01/06/2023;Monthly;Gross Generation;1693119.398;FIEN-ECP001-METER001
01/06/2023;Monthly;Gross Generation;1298872.825;JAVI-ECP001-METER001
01/06/2023;Monthly;Gross Generation;696999.522;JONC-ECP001-METER001
01/06/2023;Monthly;Gross Generation;1224551.992;ROUS-ECP0001-METER001
01/06/2023;Monthly;Gross Generation;881889.714;VARA-ECP001-METER001
01/07/2023;Monthly;Gross Generation;2053104.919;ANPA-ECP001-METER001
01/07/2023;Monthly;Gross Generation;1428278.874;BVER-ECP001-METER001
01/07/2023;Monthly;Gross Generation;11204525.177;CHPI-ECP001-METER001
01/07/2023;Monthly;Gross Generation;2769371.033;FIEN-ECP001-METER001
01/07/2023;Monthly;Gross Generation;1906508.171;JAVI-ECP001-METER001
01/07/2023;Monthly;Gross Generation;0.0;JONC-ECP001-METER001
01/07/2023;Monthly;Gross Generation;1597312.328;ROUS-ECP0001-METER001
01/07/2023;Monthly;Gross Generation;846660.806;VARA-ECP001-METER001
01/01/2022;Monthly;Production;1961108.636;BVER-ECP001-METER001
01/01/2022;Monthly;Production;9942644.36;CHPI-ECP001-METER001
01/01/2022;Monthly;Production;2188875.519;FIEN-ECP001-METER001
01/01/2022;Monthly;Production;2866225.55;JAVI-ECP001-METER001
01/01/2022;Monthly;Production;997423.899;JONC-ECP001-METER001
01/01/2022;Monthly;Production;2929026.878;ROUS-ECP0001-METER001
01/01/2022;Monthly;Production;0.0;VARA-ECP001-METER001
01/01/2022;Monthly;Production;1259305.0;JON2-ECP001-METER001
01/01/2022;Monthly;Production;1095860.0;SALL-ECP001-METER001
01/01/2022;Monthly;Production;1958387.0;LEMO-ECP001-METER001
01/02/2022;Monthly;Production;2977644.407;BVER-ECP001-METER001
01/02/2022;Monthly;Production;21848427.439;CHPI-ECP001-METER001
01/02/2022;Monthly;Production;3732324.022;FIEN-ECP001-METER001
01/02/2022;Monthly;Production;3601597.403;JAVI-ECP001-METER001
01/02/2022;Monthly;Production;0.0;JONC-ECP001-METER001
01/02/2022;Monthly;Production;3359207.553;ROUS-ECP0001-METER001
01/02/2022;Monthly;Production;1517969.916;VARA-ECP001-METER001
01/02/2022;Monthly;Production;1505233.0;JON2-ECP001-METER001
01/02/2022;Monthly;Production;2140705.0;SALL-ECP001-METER001
01/02/2022;Monthly;Production;3621761.0;LEMO-ECP001-METER001
01/03/2022;Monthly;Production;1636513.912;BVER-ECP001-METER001
01/03/2022;Monthly;Production;15760041.33;CHPI-ECP001-METER001
01/03/2022;Monthly;Production;1636645.293;FIEN-ECP001-METER001
01/03/2022;Monthly;Production;3157992.169;JAVI-ECP001-METER001
01/03/2022;Monthly;Production;0.0;JONC-ECP001-METER001
01/03/2022;Monthly;Production;4195345.09;ROUS-ECP0001-METER001
01/03/2022;Monthly;Production;2759239.985;VARA-ECP001-METER001
01/03/2022;Monthly;Production;751084.0;JON2-ECP001-METER001
01/03/2022;Monthly;Production;1429638.0;SALL-ECP001-METER001
01/03/2022;Monthly;Production;2412630.0;LEMO-ECP001-METER001
01/04/2022;Monthly;Production;1670312.592;BVER-ECP001-METER001
01/04/2022;Monthly;Production;16044347.924;CHPI-ECP001-METER001
01/04/2022;Monthly;Production;1702803.226;FIEN-ECP001-METER001
01/04/2022;Monthly;Production;2700011.406;JAVI-ECP001-METER001
01/04/2022;Monthly;Production;29701.895;JONC-ECP001-METER001
01/04/2022;Monthly;Production;2682034.942;ROUS-ECP0001-METER001
01/04/2022;Monthly;Production;2059470.944;VARA-ECP001-METER001
01/04/2022;Monthly;Production;1000894.0;JON2-ECP001-METER001
01/04/2022;Monthly;Production;1190614.0;SALL-ECP001-METER001
01/04/2022;Monthly;Production;2614604.0;LEMO-ECP001-METER001
01/05/2022;Monthly;Production;1437643.56;BVER-ECP001-METER001
01/05/2022;Monthly;Production;7233406.11;CHPI-ECP001-METER001
01/05/2022;Monthly;Production;1722082.516;FIEN-ECP001-METER001
01/05/2022;Monthly;Production;1876018.08;JAVI-ECP001-METER001
01/05/2022;Monthly;Production;328130.987;JONC-ECP001-METER001
01/05/2022;Monthly;Production;1977594.314;ROUS-ECP0001-METER001
01/05/2022;Monthly;Production;1400430.709;VARA-ECP001-METER001
01/05/2022;Monthly;Production;469522.0;JON2-ECP001-METER001
01/05/2022;Monthly;Production;469588.0;SALL-ECP001-METER001
01/05/2022;Monthly;Production;1506690.0;LEMO-ECP001-METER001
01/06/2022;Monthly;Production;1365665.565;BVER-ECP001-METER001
01/06/2022;Monthly;Production;3682968.374;CHPI-ECP001-METER001
01/06/2022;Monthly;Production;1644310.189;FIEN-ECP001-METER001
01/06/2022;Monthly;Production;1725173.108;JAVI-ECP001-METER001
01/06/2022;Monthly;Production;268559.458;JONC-ECP001-METER001
01/06/2022;Monthly;Production;1178065.136;ROUS-ECP0001-METER001
01/06/2022;Monthly;Production;952002.11;VARA-ECP001-METER001
01/06/2022;Monthly;Production;369027.0;JON2-ECP001-METER001
01/06/2022;Monthly;Production;635677.0;SALL-ECP001-METER001
01/06/2022;Monthly;Production;985192.0;LEMO-ECP001-METER001
01/07/2022;Monthly;Production;1056712.624;BVER-ECP001-METER001
01/07/2022;Monthly;Production;5530735.323;CHPI-ECP001-METER001
01/07/2022;Monthly;Production;1266083.365;FIEN-ECP001-METER001
01/07/2022;Monthly;Production;2122345.135;JAVI-ECP001-METER001
01/07/2022;Monthly;Production;1235817.344;JONC-ECP001-METER001
01/07/2022;Monthly;Production;1710676.518;ROUS-ECP0001-METER001
01/07/2022;Monthly;Production;1588615.243;VARA-ECP001-METER001
01/07/2022;Monthly;Production;570280.0;JON2-ECP001-METER001
01/07/2022;Monthly;Production;421106.0;SALL-ECP001-METER001
01/07/2022;Monthly;Production;1328164.0;LEMO-ECP001-METER001
01/08/2022;Monthly;Production;1167173.098;BVER-ECP001-METER001
01/08/2022;Monthly;Production;6848767.513;CHPI-ECP001-METER001
01/08/2022;Monthly;Production;1209342.341;FIEN-ECP001-METER001
01/08/2022;Monthly;Production;1618349.108;JAVI-ECP001-METER001
01/08/2022;Monthly;Production;1005260.069;JONC-ECP001-METER001
01/08/2022;Monthly;Production;1634667.983;ROUS-ECP0001-METER001
01/08/2022;Monthly;Production;1722493.916;VARA-ECP001-METER001
01/08/2022;Monthly;Production;425450.0;JON2-ECP001-METER001
01/08/2022;Monthly;Production;600166.0;SALL-ECP001-METER001
01/08/2022;Monthly;Production;1664279.0;LEMO-ECP001-METER001
01/09/2022;Monthly;Production;1452196.53;BVER-ECP001-METER001
01/09/2022;Monthly;Production;7580279.031;CHPI-ECP001-METER001
01/09/2022;Monthly;Production;1199009.178;FIEN-ECP001-METER001
01/09/2022;Monthly;Production;2294969.452;JAVI-ECP001-METER001
01/09/2022;Monthly;Production;1462371.869;JONC-ECP001-METER001
01/09/2022;Monthly;Production;1915713.736;ROUS-ECP0001-METER001
01/09/2022;Monthly;Production;1704152.713;VARA-ECP001-METER001
01/09/2022;Monthly;Production;656728.0;JON2-ECP001-METER001
01/09/2022;Monthly;Production;701405.0;SALL-ECP001-METER001
01/09/2022;Monthly;Production;1127862.0;LEMO-ECP001-METER001
01/10/2022;Monthly;Production;1936774.091;BVER-ECP001-METER001
01/10/2022;Monthly;Production;11082403.768;CHPI-ECP001-METER001
01/10/2022;Monthly;Production;2727889.354;FIEN-ECP001-METER001
01/10/2022;Monthly;Production;2383507.167;JAVI-ECP001-METER001
01/10/2022;Monthly;Production;234371.252;JONC-ECP001-METER001
01/10/2022;Monthly;Production;4153471.823;ROUS-ECP0001-METER001
01/10/2022;Monthly;Production;2295447.895;VARA-ECP001-METER001
01/10/2022;Monthly;Production;1348086.0;SALL-ECP001-METER001
01/10/2022;Monthly;Production;2048039.0;LEMO-ECP001-METER001
01/11/2022;Monthly;Production;2642035.737;BVER-ECP001-METER001
01/11/2022;Monthly;Production;16193786.321;CHPI-ECP001-METER001
01/11/2022;Monthly;Production;3563120.919;FIEN-ECP001-METER001
01/11/2022;Monthly;Production;1085524.033;JAVI-ECP001-METER001
01/11/2022;Monthly;Production;0.0;JONC-ECP001-METER001
01/11/2022;Monthly;Production;4402520.648;ROUS-ECP0001-METER001
01/11/2022;Monthly;Production;2523974.896;VARA-ECP001-METER001
01/11/2022;Monthly;Production;538826.0;JON2-ECP001-METER001
01/11/2022;Monthly;Production;2667614.0;LEMO-ECP001-METER001
01/12/2022;Monthly;Production;2249045.055;BVER-ECP001-METER001
01/12/2022;Monthly;Production;13985099.431;CHPI-ECP001-METER001
01/12/2022;Monthly;Production;2762556.933;FIEN-ECP001-METER001
01/12/2022;Monthly;Production;2478679.278;JAVI-ECP001-METER001
01/12/2022;Monthly;Production;0.0;JONC-ECP001-METER001
01/12/2022;Monthly;Production;4716751.374;ROUS-ECP0001-METER001
01/12/2022;Monthly;Production;3240920.286;VARA-ECP001-METER001
01/12/2022;Monthly;Production;464645.0;JON2-ECP001-METER001
01/12/2022;Monthly;Production;1926716.0;SALL-ECP001-METER001
01/12/2022;Monthly;Production;3229362.0;LEMO-ECP001-METER001
01/01/2023;Monthly;Production;3572844.495;ANPA-ECP001-METER001
01/01/2023;Monthly;Production;2019298.673;BVER-ECP001-METER001
01/01/2023;Monthly;Production;19731284.014;CHPI-ECP001-METER001
01/01/2023;Monthly;Production;3223284.312;FIEN-ECP001-METER001
01/01/2023;Monthly;Production;2338553.744;JAVI-ECP001-METER001
01/01/2023;Monthly;Production;0.0;JONC-ECP001-METER001
01/01/2023;Monthly;Production;3448364.312;ROUS-ECP0001-METER001
01/01/2023;Monthly;Production;2750115.344;VARA-ECP001-METER001
01/01/2023;Monthly;Production;2385526.0;SALL-ECP001-METER001
01/01/2023;Monthly;Production;4073648.0;LEMO-ECP001-METER001
01/01/2023;Monthly;Production;1176790.0;JON2-ECP001-METER001
01/02/2023;Monthly;Production;1796194.696;ANPA-ECP001-METER001
01/02/2023;Monthly;Production;1146406.95;BVER-ECP001-METER001
01/02/2023;Monthly;Production;13253272.378;CHPI-ECP001-METER001
01/02/2023;Monthly;Production;2168578.342;FIEN-ECP001-METER001
01/02/2023;Monthly;Production;2544637.022;JAVI-ECP001-METER001
01/02/2023;Monthly;Production;0.0;JONC-ECP001-METER001
01/02/2023;Monthly;Production;2662332.876;ROUS-ECP0001-METER001
01/02/2023;Monthly;Production;1683323.458;VARA-ECP001-METER001
01/02/2023;Monthly;Production;1035131.0;SALL-ECP001-METER001
01/02/2023;Monthly;Production;2118125.0;LEMO-ECP001-METER001
01/03/2023;Monthly;Production;2745277.577;ANPA-ECP001-METER001
01/03/2023;Monthly;Production;2667933.762;BVER-ECP001-METER001
01/03/2023;Monthly;Production;20790424.323;CHPI-ECP001-METER001
01/03/2023;Monthly;Production;3859377.023;FIEN-ECP001-METER001
01/03/2023;Monthly;Production;2906163.858;JAVI-ECP001-METER001
01/03/2023;Monthly;Production;1631597.998;JONC-ECP001-METER001
01/03/2023;Monthly;Production;4409545.145;ROUS-ECP0001-METER001
01/03/2023;Monthly;Production;1693520.843;VARA-ECP001-METER001
01/03/2023;Monthly;Production;2579386.0;SALL-ECP001-METER001
01/03/2023;Monthly;Production;3736919.0;LEMO-ECP001-METER001
01/03/2023;Monthly;Production;1119743.0;JON2-ECP001-METER001
01/04/2023;Monthly;Production;2919375.383;ANPA-ECP001-METER001
01/04/2023;Monthly;Production;2024782.634;BVER-ECP001-METER001
01/04/2023;Monthly;Production;13081921.326;CHPI-ECP001-METER001
01/04/2023;Monthly;Production;1990393.684;FIEN-ECP001-METER001
01/04/2023;Monthly;Production;3200059.117;JAVI-ECP001-METER001
01/04/2023;Monthly;Production;2007251.364;JONC-ECP001-METER001
01/04/2023;Monthly;Production;3086288.425;ROUS-ECP0001-METER001
01/04/2023;Monthly;Production;2225520.198;VARA-ECP001-METER001
01/04/2023;Monthly;Production;2448338.0;LEMO-ECP001-METER001
01/04/2023;Monthly;Production;1256343.0;SALL-ECP001-METER001
01/04/2023;Monthly;Production;1102396.0;JON2-ECP001-METER001
01/05/2023;Monthly;Production;2995316.539;ANPA-ECP001-METER001
01/05/2023;Monthly;Production;1625305.687;BVER-ECP001-METER001
01/05/2023;Monthly;Production;13933374.164;CHPI-ECP001-METER001
01/05/2023;Monthly;Production;1655351.523;FIEN-ECP001-METER001
01/05/2023;Monthly;Production;2920379.29;JAVI-ECP001-METER001
01/05/2023;Monthly;Production;1394871.412;JONC-ECP001-METER001
01/05/2023;Monthly;Production;2765679.974;ROUS-ECP0001-METER001
01/05/2023;Monthly;Production;2416690.075;VARA-ECP001-METER001
01/05/2023;Monthly;Production;2724538.0;LEMO-ECP001-METER001
01/05/2023;Monthly;Production;1160804.0;SALL-ECP001-METER001
01/06/2023;Monthly;Production;1174425.868;ANPA-ECP001-METER001
01/06/2023;Monthly;Production;1174547.368;BVER-ECP001-METER001
01/06/2023;Monthly;Production;8117792.308;CHPI-ECP001-METER001
01/06/2023;Monthly;Production;1693877.398;FIEN-ECP001-METER001
01/06/2023;Monthly;Production;1281776.736;JAVI-ECP001-METER001
01/06/2023;Monthly;Production;689037.618;JONC-ECP001-METER001
01/06/2023;Monthly;Production;1224974.61;ROUS-ECP0001-METER001
01/06/2023;Monthly;Production;872248.906;VARA-ECP001-METER001
01/07/2023;Monthly;Production;2053176.69;ANPA-ECP001-METER001
01/07/2023;Monthly;Production;1428278.874;BVER-ECP001-METER001
01/07/2023;Monthly;Production;11033768.341;CHPI-ECP001-METER001
01/07/2023;Monthly;Production;2769372.2;FIEN-ECP001-METER001
01/07/2023;Monthly;Production;1884687.309;JAVI-ECP001-METER001
01/07/2023;Monthly;Production;-8860.714;JONC-ECP001-METER001
01/07/2023;Monthly;Production;1597312.131;ROUS-ECP0001-METER001
01/07/2023;Monthly;Production;837876.592;VARA-ECP001-METER001
01/01/2022;Monthly;Wind Speed;5.96875;BVER-ECP001-METER001
01/01/2022;Monthly;Wind Speed;5.10223;CHPI-ECP001-METER001
01/01/2022;Monthly;Wind Speed;6.469;FIEN-ECP001-METER001
01/01/2022;Monthly;Wind Speed;5.772;JAVI-ECP001-METER001
01/01/2022;Monthly;Wind Speed;6.75;JONC-ECP001-METER001
01/01/2022;Monthly;Wind Speed;4.88;ROUS-ECP0001-METER001
01/01/2022;Monthly;Wind Speed;0.0;VARA-ECP001-METER001
01/01/2022;Monthly;Wind Speed;7.7;JON2-ECP001-METER001
01/01/2022;Monthly;Wind Speed;5.5;SALL-ECP001-METER001
01/01/2022;Monthly;Wind Speed;5.3;LEMO-ECP001-METER001
01/02/2022;Monthly;Wind Speed;7.34375;BVER-ECP001-METER001
01/02/2022;Monthly;Wind Speed;8.00995;CHPI-ECP001-METER001
01/02/2022;Monthly;Wind Speed;10.3926;FIEN-ECP001-METER001
01/02/2022;Monthly;Wind Speed;6.414;JAVI-ECP001-METER001
01/02/2022;Monthly;Wind Speed;8.07129;JONC-ECP001-METER001
01/02/2022;Monthly;Wind Speed;5.5248;ROUS-ECP0001-METER001
01/02/2022;Monthly;Wind Speed;6.41575;VARA-ECP001-METER001
01/02/2022;Monthly;Wind Speed;7.7;JON2-ECP001-METER001
01/02/2022;Monthly;Wind Speed;8.2;SALL-ECP001-METER001
01/02/2022;Monthly;Wind Speed;7.6;LEMO-ECP001-METER001
01/03/2022;Monthly;Wind Speed;5.343;BVER-ECP001-METER001
01/03/2022;Monthly;Wind Speed;6.08386;CHPI-ECP001-METER001
01/03/2022;Monthly;Wind Speed;6.3478;FIEN-ECP001-METER001
01/03/2022;Monthly;Wind Speed;6.1382;JAVI-ECP001-METER001
01/03/2022;Monthly;Wind Speed;6.547;JONC-ECP001-METER001
01/03/2022;Monthly;Wind Speed;5.7878;ROUS-ECP0001-METER001
01/03/2022;Monthly;Wind Speed;6.8775;VARA-ECP001-METER001
01/03/2022;Monthly;Wind Speed;7.7;JON2-ECP001-METER001
01/03/2022;Monthly;Wind Speed;0.0;SALL-ECP001-METER001
01/03/2022;Monthly;Wind Speed;0.0;LEMO-ECP001-METER001
01/04/2022;Monthly;Wind Speed;6.0345;BVER-ECP001-METER001
01/04/2022;Monthly;Wind Speed;6.4955;CHPI-ECP001-METER001
01/04/2022;Monthly;Wind Speed;7.1578;FIEN-ECP001-METER001
