Plant ID;datetime;Value;meter;date;Date (start);Meter;Interval
COT1;01/03/2023;2797511.5;COT1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT2;01/03/2023;3060201.9166666665;COT2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT3;01/03/2023;2735246.0833333335;COT3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
COT4;01/03/2023;2195921.0;COT4-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LEMO;01/03/2023;3736919.1666666665;LEMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLOS;01/03/2023;3093424.75;PLOS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SABL;01/03/2023;3039039.5833333335;SABL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FAYD;01/03/2023;2615525.5833333335;FAYD-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOMO;01/03/2023;2178962.0833333335;LOMO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOMO;01/03/2023;2395740.0;LOMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LEPI;01/03/2023;2228997.25;LEPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2403978.3333333335;LORO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2980676.4166666665;LORO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;1594942.25;LORO-SS03-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2896960.0;LORO-SS04-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LORO;01/03/2023;2743765.9166666665;LORO-SS05-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOPV;01/03/2023;2200352.0;LOPV-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOU2;01/03/2023;353549.0;LOU2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LOYE;01/03/2023;470480.0;LOYE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUC2;01/03/2023;2758310.3333333335;LUC2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUCO;01/03/2023;2454678.1666666665;LUCO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
LUX1;01/03/2023;806028.3333333334;LUX1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MACH;01/03/2023;2187279.0;MACH-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAG1;01/03/2023;2169123.4166666665;MAG1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAG3;01/03/2023;1242452.0;MAG3-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MANO;01/03/2023;509440.4166666667;MANO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAUR;01/03/2023;2800295.6666666665;MAUR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MAZU;01/03/2023;4132448.0;MAZU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MDR1;01/03/2023;468696.9166666667;MDR1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MTL1;01/03/2023;2518707.1666666665;MTL1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MOTG;01/03/2023;3995160.8333333335;MOTG-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MOTG;01/03/2023;681414.8333333334;MOTG-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
MODF;01/03/2023;2681816.6666666665;MODF-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NAC1;01/03/2023;3246958.6666666665;NAC1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NAC2;01/03/2023;2524079.6666666665;NAC2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NARB;01/03/2023;313001.0;NARB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NARB;01/03/2023;372321.4166666667;NARB-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CDBO;01/03/2023;3249813.8333333335;CDBO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIED;01/03/2023;2751496.6666666665;NIED-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIEV;01/03/2023;1304957.3333333333;NIEV-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
NIPL;01/03/2023;1287701.5833333333;NIPL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
OUPI;01/03/2023;1380594.8333333333;OUPI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PAAN;01/03/2023;3438115.0;PAAN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PAAN;01/03/2023;3550206.6666666665;PAAN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PEMO;01/03/2023;1340615.1666666667;PEMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLES;01/03/2023;3340658.4166666665;PLES-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLGR;01/03/2023;2519677.25;PLGR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAN;01/03/2023;3570293.1666666665;PLAN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAN;01/03/2023;2694075.1666666665;PLAN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLAT;01/03/2023;1645161.75;PLAT-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PLEU;01/03/2023;3203404.5;PLEU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDCE;01/03/2023;2469164.75;PDCE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDCE;01/03/2023;611399.4166666666;PDCE-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PDFE;01/03/2023;2450398.8333333335;PDFE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PZIN;01/03/2023;514401.75;PZIN-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PZIN;01/03/2023;444368.25;PZIN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
POUZ;01/03/2023;952276.5833333334;POUZ-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
PUYL;01/03/2023;907861.0;PUYL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM1;01/03/2023;2817091.1666666665;RAM1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;1500777.5833333333;RAM2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;1528657.1666666667;RAM2-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RAM2;01/03/2023;3175195.5833333335;RAM2-SS03-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RIBE;01/03/2023;2995527.4166666665;RIBE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
RIOL;01/03/2023;516045.5833333333;RIOL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FRA1;01/03/2023;0.0;FRA1-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
FRA2;01/03/2023;905457.1666666666;FRA2-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ROUS;01/03/2023;2842130.3333333335;ROUS-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
ROUS;01/03/2023;2004520.1666666667;ROUS-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STAU;01/03/2023;2803386.0;STAU-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STPA;01/03/2023;599705.6666666666;STPA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SALL;01/03/2023;2591842.8333333335;SALL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SALZ;01/03/2023;454981.9166666667;SALZ-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SAMO;01/03/2023;326839.3333333333;SAMO-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SAUV;01/03/2023;2804731.0;SAUV-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SERY;01/03/2023;2532271.4166666665;SERY-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SBAP;01/03/2023;5342033.0;SBAP-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SJVX;01/03/2023;262281.0;SJVX-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STMB;01/03/2023;1605222.5833333333;STMB-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STME;01/03/2023;1649349.5833333333;STME-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STSI;01/03/2023;1509094.0833333333;STSI-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STUL;01/03/2023;647832.5833333334;STUL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
STEN;01/03/2023;2355893.5833333335;STEN-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SUBY;01/03/2023;787997.5;SUBY-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SUBY;01/03/2023;126346.66666666667;SUBY-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SARA;01/03/2023;2074967.9166666667;SARA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SARA;01/03/2023;2805998.0;SARA-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
SARA;01/03/2023;2714052.0833333335;SARA-SS03-P;2023-03-01;01/03/2023;Utility Statement;Monthly
TLGR;01/03/2023;4416818.583333333;TLGR-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
VANA;01/03/2023;1835032.4166666667;VANA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
VARA;01/03/2023;1691031.8333333333;VARA-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
VEUL;01/03/2023;2748953.1666666665;VEUL-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
CDBO;01/03/2023;3331029.1666666665;CDBO-SS02-P;2023-03-01;01/03/2023;Utility Statement;Monthly
VISE;01/03/2023;1553319.5;VISE-SS01-P;2023-03-01;01/03/2023;Utility Statement;Monthly
TRFR;01/04/2023;679464.3333333334;TRFR-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
SOUR;01/04/2023;2149706.0;SOUR-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
SOUR;01/04/2023;1565617.5833333333;SOUR-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
AUQB;01/04/2023;1626030.1666666667;AUQB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
QVA3;01/04/2023;1850964.8333333333;QVA3-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
QVA3;01/04/2023;1169010.4166666667;QVA3-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ALVI;01/04/2023;3600856.75;ALVI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
AMBE;01/04/2023;1355048.25;AMBE-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
AMEL;01/04/2023;1903958.0;AMEL-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ANPA;01/04/2023;2871548.25;ANPA-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
SAMI;01/04/2023;1147602.75;SAMI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ARAM;01/04/2023;758986.4166666666;ARAM-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ARTI;01/04/2023;537385.75;ARTI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
AUM3;01/04/2023;2010555.0;AUM3-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BAMB;01/04/2023;1414602.3333333333;BAMB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BTS1;01/04/2023;2197709.1666666665;BTS1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BTS2;01/04/2023;2096584.0;BTS2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BVER;01/04/2023;1996131.4166666667;BVER-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BEAU;01/04/2023;1785978.75;BEAU-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BDBS;01/04/2023;2747920.5;BDBS-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BDBS;01/04/2023;706045.6666666666;BDBS-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BLAU;01/04/2023;1502.5;BLAU-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BARB;01/04/2023;1508189.1666666667;BARB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BOUS;01/04/2023;937834.0;BOUS-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BRIA;01/04/2023;1719832.0833333333;BRIA-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
BRIY;01/04/2023;949392.3333333334;BRIY-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CAMB;01/04/2023;3126812.75;CAMB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CASH;01/04/2023;2223432.0;CASH-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
DIJO;01/04/2023;1860059.0;DIJO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CHAG;01/04/2023;526936.0;CHAG-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CHGO;01/04/2023;1899902.6666666667;CHGO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CHGO;01/04/2023;1419364.5;CHGO-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CEP1;01/04/2023;2325278.8333333335;CEP1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CEP2;01/04/2023;1814650.0;CEP2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLA2;01/04/2023;367503.5;CLA2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLA2;01/04/2023;375451.0;CLA2-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLAM;01/04/2023;1458644.9166666667;CLAM-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLAN;01/04/2023;1542904.25;CLAN-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLAN;01/04/2023;1479913.9166666667;CLAN-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CLIT;01/04/2023;324047.6666666667;CLIT-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COLB;01/04/2023;570894.8333333334;COLB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CONI;01/04/2023;3135996.4166666665;CONI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
AUCO;01/04/2023;1822075.1666666667;AUCO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COUR;01/04/2023;1794863.25;COUR-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
DEM1;01/04/2023;2012352.5;DEM1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
DEM2;01/04/2023;2516275.0833333335;DEM2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ERIZ;01/04/2023;1356411.9166666667;ERIZ-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ESPI;01/04/2023;1400348.4166666667;ESPI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
ESPS;01/04/2023;2191557.25;ESPS-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
EYGU;01/04/2023;1898366.1666666667;EYGU-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FECA;01/04/2023;620801.0;FECA-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FEND;01/04/2023;608187.25;FEND-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FIEN;01/04/2023;1935999.4166666667;FIEN-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FITO;01/04/2023;1909145.25;FITO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CEFF;01/04/2023;1511362.5833333333;CEFF-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FOSS;01/04/2023;1830721.25;FOSS-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FREY;01/04/2023;2267437.25;FREY-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GAB1;01/04/2023;1088965.5833333333;GAB1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GAB4;01/04/2023;910223.5833333334;GAB4-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GAB7;01/04/2023;255809.0;GAB7-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GABT;01/04/2023;292013.25;GABT-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GAR1;01/04/2023;1706112.0;GAR1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GAR2;01/04/2023;1593989.6666666667;GAR2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GRGT;01/04/2023;1748874.6666666667;GRGT-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GRPL;01/04/2023;1847935.5833333333;GRPL-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GUIL;01/04/2023;1443794.25;GUIL-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
GUIL;01/04/2023;2370607.25;GUIL-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
HENI;01/04/2023;895940.5833333334;HENI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
HERO;01/04/2023;1047439.6666666666;HERO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
JADE;01/04/2023;1655893.25;JADE-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
JON2;01/04/2023;1095318.0833333333;JON2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
JONC;01/04/2023;1977637.5833333333;JONC-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LBDF;01/04/2023;1303470.0;LBDF-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CARN;01/04/2023;1821850.1666666667;CARN-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
CARN;01/04/2023;1971841.0;CARN-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
HAB1;01/04/2023;1834513.1666666667;HAB1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
HAB2;01/04/2023;1508255.25;HAB2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
NOUR;01/04/2023;1209971.5833333333;NOUR-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LAPI;01/04/2023;1148651.5833333333;LAPI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LAGN;01/04/2023;316007.6666666667;LAGN-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LDTE;01/04/2023;1194653.4166666667;LDTE-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LANE;01/04/2023;1439908.5;LANE-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
RODU;01/04/2023;637941.0;RODU-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LERO;01/04/2023;592410.9166666666;LERO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COT1;01/04/2023;1897833.6666666667;COT1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COT2;01/04/2023;1791923.1666666667;COT2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COT3;01/04/2023;1648094.0;COT3-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
COT4;01/04/2023;1456867.1666666667;COT4-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LEMO;01/04/2023;2448338.4166666665;LEMO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
PLOS;01/04/2023;2578017.25;PLOS-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
SABL;01/04/2023;1402258.8333333333;SABL-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
FAYD;01/04/2023;2383042.9166666665;FAYD-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LOMO;01/04/2023;1315524.3333333333;LOMO-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LOMO;01/04/2023;1460507.25;LOMO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LEPI;01/04/2023;1311127.1666666667;LEPI-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LORO;01/04/2023;1171714.75;LORO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LORO;01/04/2023;1538937.1666666667;LORO-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LORO;01/04/2023;1035639.1666666666;LORO-SS03-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LORO;01/04/2023;1438326.25;LORO-SS04-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LORO;01/04/2023;1568748.25;LORO-SS05-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LOPV;01/04/2023;2384152.4166666665;LOPV-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LOU2;01/04/2023;361034.1666666667;LOU2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LOYE;01/04/2023;588729.5833333334;LOYE-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LUC2;01/04/2023;2825279.25;LUC2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LUCO;01/04/2023;2473992.9166666665;LUCO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
LUX1;01/04/2023;1020045.5;LUX1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MACH;01/04/2023;1139557.25;MACH-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MAG1;01/04/2023;1467277.1666666667;MAG1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MAG3;01/04/2023;882896.5833333334;MAG3-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MANO;01/04/2023;583053.0;MANO-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MAUR;01/04/2023;1065574.8333333333;MAUR-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MAZE;02/04/2023;346367.9166666667;MAZE-SS01-P;2023-04-02;02/04/2023;Utility Statement;Monthly
MAZU;01/04/2023;2575811.25;MAZU-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MDR1;01/04/2023;729720.5833333334;MDR1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MTL1;01/04/2023;2018556.3333333333;MTL1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MOTG;01/04/2023;2352309.75;MOTG-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MOTG;01/04/2023;435537.6666666667;MOTG-SS02-P;2023-04-01;01/04/2023;Utility Statement;Monthly
MODF;01/04/2023;1404384.8333333333;MODF-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
NAC1;01/04/2023;2683569.8333333335;NAC1-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
NAC2;01/04/2023;2007683.25;NAC2-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
NARB;01/04/2023;373404.0;NARB-SS01-P;2023-04-01;01/04/2023;Utility Statement;Monthly
